// CXL Trace automatically generated
// Format: <R/W> <Address(hex)> <Time(us)> <CompressionRatio(%)>
// Parameters: 500 pages, 0.03 us avg interval, 10000 requests

R 0x57a33c5480 174.632 49.8
R 0xf794b3780 174.709 54.9
R 0x1e2f393c80 174.809 53.0
R 0x168221040 174.852 46.7
R 0x6d1c0fe100 174.913 50.6
R 0x5024860d80 174.925 52.2
R 0x65a70f1040 174.969 47.8
R 0x5d65fa9940 174.988 52.1
R 0x704b86d3c0 175.020 50.5
R 0x21d1ac9f40 175.048 45.6
R 0x77201f71c0 175.054 47.7
R 0x5abf100200 175.054 47.6
R 0x653dfd0ec0 175.076 49.6
R 0xd837c9100 175.088 50.9
R 0x21d1ac9d00 175.095 45.2
R 0x34e1405e40 175.180 47.1
R 0x77201f74c0 175.193 48.6
R 0x42fa108340 175.266 50.0
R 0x6b162e18c0 175.311 47.5
R 0x442db27480 175.460 50.7
R 0x4ce0bba4c0 175.531 49.1
R 0x3d93220f00 175.540 53.3
R 0x1156160600 175.567 45.9
R 0x3d7d3433c0 175.568 46.0
R 0xa595c8340 175.649 52.6
R 0x16c3682240 175.659 53.8
R 0xe0b43fb00 175.668 45.2
R 0x3af540bb40 175.728 54.3
R 0x2978748080 175.808 52.7
R 0x440b98d80 175.823 51.3
R 0x6795922c40 175.828 52.1
R 0x2b73db3b00 175.860 54.5
R 0x4f759dcb00 175.866 50.2
R 0x168221140 175.870 53.5
R 0x3f85f3c500 175.906 49.3
R 0x503028a800 176.015 51.3
R 0x47b3286c80 176.024 51.9
R 0x64d209ce80 176.028 51.7
R 0x5d276faac0 176.052 53.4
R 0x590f4d9fc0 176.076 45.1
R 0xa595c81c0 176.125 49.2
R 0x1eebec1c0 176.184 54.9
R 0x7cc8aeb100 176.195 51.4
R 0x12f5f52d40 176.221 48.3
R 0x2bfab56800 176.225 47.7
R 0x442db272c0 176.226 49.1
R 0x65d2084140 176.270 54.0
R 0x2e080bf300 176.306 50.6
R 0x5383151d40 176.437 49.7
R 0x539aa20100 176.509 51.4
R 0x3a33276bc0 176.522 48.0
R 0x6a0706f440 176.526 54.6
R 0x136445e980 176.599 49.3
R 0x6c91c64640 176.607 52.4
R 0x2978748e00 176.621 52.5
R 0x249df8e540 176.630 46.8
R 0x2be60d0700 176.640 52.9
R 0x707b25c200 176.664 47.4
R 0x7735c342c0 176.668 48.0
R 0xe9c13f980 176.678 50.9
R 0x39ceabd640 176.679 45.6
R 0x5ed13ddf80 176.687 48.7
R 0x76e590c8c0 176.691 54.9
R 0x78068f1d00 176.693 54.5
R 0x7b6ff7aac0 176.713 45.4
R 0x6210703600 176.781 46.4
R 0x1836331d40 176.783 48.3
R 0x40b0a0ed80 176.804 45.8
R 0x1e2f3939c0 176.813 48.5
R 0x551a9a2d00 176.924 51.2
R 0x5fffa6e580 176.943 53.7
R 0x57ae0ffdc0 176.948 53.5
R 0x3158dd2f00 176.957 45.9
R 0x6c91c64ac0 177.024 54.0
R 0x3059901c00 177.063 54.8
R 0x6258fd2f00 177.108 46.7
R 0x6e810ad800 177.167 51.8
R 0x366fd2d180 177.198 52.6
R 0x2a9fc82900 177.237 53.5
R 0x7809ded80 177.239 54.1
R 0x3158dd2840 177.248 45.7
R 0x7ac69f7300 177.288 54.6
R 0x7c5486cdc0 177.361 49.4
R 0xca042ce80 177.386 45.4
R 0x719ff5fdc0 177.392 46.4
R 0x5cab941ec0 177.465 52.1
R 0x16c3682980 177.468 48.9
R 0x3a33276ec0 177.471 48.1
R 0x58c84d2ec0 177.489 54.0
R 0x546d104680 177.506 45.7
R 0x3059901940 177.543 45.6
R 0x76f672cb80 177.607 52.8
R 0x4eee645080 177.646 47.6
R 0x23defd3400 177.659 50.8
R 0x6b2b256180 177.666 47.4
R 0x17fccef00 177.669 55.0
R 0x4276ddfc00 177.696 53.3
R 0x3bbfdd0ac0 177.700 48.7
R 0x34e1405a00 177.715 52.1
R 0x7b0f5e4d00 177.720 51.8
R 0x17b736e000 177.730 52.3
R 0x4e7bdc1880 177.732 54.6
R 0x3d93220780 177.735 53.8
R 0x31414e6900 177.740 51.9
R 0x29bd509d00 177.774 52.6
R 0x77760f7680 177.793 48.8
R 0x3d93220dc0 177.811 48.0
R 0x6b2b256540 177.822 49.3
R 0x16c3682fc0 177.852 51.7
R 0x4276ddf400 177.853 50.9
R 0x6fb1119a80 177.862 50.9
R 0x60d2dc5100 177.879 54.8
R 0x6a0eb151c0 177.923 53.5
R 0x78068f1640 177.956 45.2
R 0x5b89c5cac0 177.996 50.6
R 0x2be60d05c0 178.005 49.4
R 0x1fa98bad00 178.095 51.6
R 0x4065c9fa40 178.140 48.0
R 0x5edf121900 178.155 45.8
R 0x94da8e4c0 178.188 45.6
R 0x7be58fd80 178.252 48.2
R 0x25e2541d80 178.252 47.9
R 0x34e1405fc0 178.275 49.7
R 0x557508fdc0 178.289 49.8
R 0x4e1a52a280 178.382 52.6
R 0x5507a3aac0 178.472 53.5
R 0x6fab70b40 178.499 45.3
R 0x44c71e1ac0 178.508 48.2
R 0x5383151640 178.578 46.0
R 0x7be58f300 178.580 52.4
R 0x426e4165c0 178.581 47.4
R 0x55f380dc0 178.582 45.8
R 0x6b162e1bc0 178.599 46.9
R 0x19f3a4dc80 178.605 46.6
R 0x2a9fc82140 178.610 47.2
R 0x601d941540 178.623 45.7
R 0x65e2abae00 178.645 50.3
R 0x42fa1087c0 178.660 51.0
R 0x2ca15f87c0 178.663 46.9
R 0x7e00c23a00 178.704 47.9
R 0x5654eb4c00 178.717 48.2
R 0x3f85f3c380 178.754 52.1
R 0x2be60d0a40 178.805 54.0
R 0x5358e6200 178.813 46.8
R 0x1e2f3937c0 178.846 50.1
R 0x23defd3900 178.951 53.2
R 0x2af0bd3d40 178.960 49.1
R 0x27dc922740 178.976 45.5
R 0x5c00b52400 179.020 53.4
R 0x302e596e00 179.043 51.2
R 0x42a7a2fb00 179.047 47.8
R 0x4f6eb4cf00 179.064 48.8
R 0x747dddffc0 179.065 50.3
R 0x347c223c00 179.125 46.9
R 0x63ade2ab00 179.157 45.1
R 0x3a2eaf71c0 179.203 51.2
R 0x43acbbd580 179.260 45.5
R 0x1a82100000 179.280 46.1
R 0x5358e6d40 179.288 54.4
R 0x4e8905cec0 179.319 49.8
R 0x57ea1ae180 179.372 47.3
R 0x704b86da40 179.375 52.1
R 0x17b736e4c0 179.383 51.5
R 0x40c2cec40 179.516 47.7
R 0x727fb31900 179.559 52.5
R 0x24ca9a1740 179.589 45.3
R 0x5c00b52b80 179.703 50.9
R 0x6a0706fcc0 179.712 49.1
R 0x2978748880 179.724 47.1
R 0x272bb5c640 179.764 46.5
R 0x1893d16f80 179.764 49.5
R 0x4e7bdc1b80 179.837 54.0
R 0x6d47d8f180 179.886 54.9
R 0x3bbfdd0440 179.923 52.8
R 0x19c55e7040 179.942 47.0
R 0x5378d855c0 180.001 48.5
R 0x4276ddf440 180.015 48.1
R 0x75ff746c80 180.044 45.9
R 0x65edd04440 180.068 52.7
R 0x3101795480 180.092 45.7
R 0x7819ab11c0 180.134 47.7
R 0x4100120b40 180.184 49.8
R 0x43df23cf00 180.237 53.0
R 0x1694579280 180.290 52.0
R 0x47c7695b80 180.305 50.1
R 0x4e29a6f440 180.307 46.1
R 0x4c03e79540 180.325 45.1
R 0x10e2c77b40 180.385 54.5
R 0x24ca9a1980 180.396 47.4
R 0x1a821008c0 180.435 50.1
R 0x249df8e900 180.452 45.4
R 0x6b162e1dc0 180.541 46.8
R 0x1495374c00 180.564 50.5
R 0x8fcd3cb00 180.571 46.5
R 0x6fb1119680 180.588 53.2
R 0x65d2084b40 180.625 55.0
R 0x704b86d680 180.664 54.0
R 0x51c4748500 180.676 47.6
R 0x484fbda180 180.691 50.4
R 0x4ed9316b00 180.704 53.2
R 0x7bea479b80 180.725 46.1
R 0x47a648a5c0 180.865 49.1
R 0x4dd7a9b1c0 180.887 52.7
R 0x5dabaa9440 180.933 53.8
R 0xa595c8ec0 180.937 47.4
R 0x5c00b52600 180.937 53.5
R 0x22f4299700 180.945 50.8
R 0x51bcbc8e00 181.011 46.8
R 0x7c1d5ccb80 181.081 53.5
R 0x6e79b3ac40 181.095 49.7
R 0x42fa1081c0 181.130 49.1
R 0x2bfab56840 181.135 45.3
R 0x3d932208c0 181.151 45.7
R 0x2bb137be80 181.190 45.4
R 0x5cab941cc0 181.262 53.7
R 0x7ac69f7f40 181.272 50.4
R 0x5654eb4940 181.277 49.6
R 0x10b2190480 181.329 51.5
R 0x1a837d4080 181.332 53.2
R 0x7e00c23000 181.340 52.9
R 0x1a837d4a40 181.346 47.3
R 0x10b2190b40 181.358 53.4
R 0x4db5d16100 181.371 49.9
R 0x36fb3bf380 181.377 45.4
R 0x6d10734d80 181.382 52.7
R 0x7cacf684c0 181.427 48.0
R 0x4c1481e2c0 181.429 45.5
R 0x2b73db3480 181.440 49.0
R 0x5c00b52300 181.480 48.4
R 0x704b86dd00 181.547 49.4
R 0x43b373a80 181.562 47.2
R 0x4c03e79d80 181.680 46.8
R 0x21ec5c0840 181.698 50.7
R 0x2d8f47b840 181.699 46.4
R 0x6a0817aa40 181.728 52.5
R 0x5f0bae9700 181.754 50.2
R 0x5d276fab40 181.834 49.6
R 0x65d20840c0 181.838 48.1
R 0x77822719c0 181.850 48.0
R 0x6c2e58d6c0 181.852 51.5
R 0x58a184300 181.934 46.1
R 0x71d40e8d00 181.958 45.0
R 0x8a1542600 181.991 47.3
R 0x394ddd1e00 182.015 46.8
R 0x67959227c0 182.025 53.4
R 0x73492a5600 182.058 50.7
R 0x5419492940 182.079 51.4
R 0x21ec5c0c40 182.179 49.7
R 0x31646a6ac0 182.269 53.9
R 0x49a3e15180 182.326 53.6
R 0x7a9c9ab780 182.327 45.6
R 0x758ba16f00 182.499 54.9
R 0x710e27c100 182.540 54.1
R 0x5f69eee00 182.586 49.7
R 0x1495374200 182.591 47.9
R 0x94da8eb00 182.620 47.2
R 0x58a184800 182.642 49.7
R 0x5fc07ba040 182.659 49.2
R 0x5034d16e00 182.664 50.0
R 0x758ba16180 182.734 46.7
R 0x3552b98f00 182.798 54.2
R 0x58a184a00 182.885 52.8
R 0x4e60186400 182.893 46.1
R 0x29bd509c80 182.905 47.4
R 0x828f66d00 182.949 49.2
R 0x4038dad6c0 182.992 49.6
R 0x69b87a3b40 183.028 48.6
R 0x4b6fedb040 183.030 48.0
R 0x70da124540 183.299 51.6
R 0x42eaefb2c0 183.317 47.0
R 0x33eb82db00 183.328 49.5
R 0x8a1542780 183.337 52.1
R 0x249df8ed00 183.371 45.9
R 0x43df23c080 183.377 51.2
R 0x7819ab1400 183.399 53.7
R 0x1e2f3935c0 183.405 49.3
R 0x5311671180 183.411 48.0
R 0x7c1d5cc600 183.524 54.4
R 0x7855e32cc0 183.572 53.4
R 0x4db5d16a40 183.787 53.0
R 0x8a1542ec0 183.845 54.5
R 0xb07bb6340 183.868 47.1
R 0x6a050a3a80 183.916 50.4
R 0x2ed111c540 183.923 51.6
R 0x7519220440 183.938 47.0
R 0x3ea7152c00 183.953 53.1
R 0x6bd4a1d800 183.993 53.4
R 0xe0b43f080 184.011 53.0
R 0x67ad465c80 184.061 50.7
R 0x7262677680 184.102 54.8
R 0x28b0c06840 184.114 48.0
R 0x3552b987c0 184.142 52.4
R 0x7c5486c480 184.209 47.7
R 0x35c5c3ca80 184.252 53.9
R 0x440b981c0 184.256 52.5
R 0x4065c9f7c0 184.260 47.8
R 0x17fcce480 184.262 47.9
R 0x3c98e5d640 184.280 50.0
R 0x7adbd94f40 184.312 49.5
R 0x28b0c06ac0 184.325 50.3
R 0x13550e4040 184.335 49.1
R 0x5c0dc12740 184.360 45.9
R 0x5edf121100 184.404 48.7
R 0x3af540b540 184.420 50.0
R 0x653dfd0980 184.430 45.3
R 0x3233d0de80 184.439 50.5
R 0x65edd04e00 184.500 53.5
R 0x2b73db3100 184.505 53.1
R 0x47e7f8dd40 184.507 47.2
R 0x16f1c3680 184.542 49.4
R 0x67ad465380 184.594 45.7
R 0x5cab941f80 184.600 51.4
R 0x4e8905c9c0 184.602 46.3
R 0x60d2dc5680 184.670 51.5
R 0x19c55e7340 184.678 52.3
R 0x36aefc4000 184.709 51.7
R 0x7e00c23740 184.715 53.6
R 0x7b0f5e4500 184.869 53.5
R 0x1f0cfccd40 184.901 49.1
R 0x64c1f697c0 184.910 53.1
R 0x828f66700 184.928 51.2
R 0x2fba4f8340 185.014 50.3
R 0x7262677fc0 185.037 47.4
R 0x24fe9b1740 185.059 50.2
R 0x3ab0845e80 185.073 48.7
R 0x5311671800 185.102 46.7
R 0x3a62db26c0 185.115 49.5
R 0x4dd7a9b240 185.183 51.5
R 0x271523340 185.188 45.6
R 0x6a8f363280 185.191 50.6
R 0x5311671980 185.341 54.3
R 0x5bd7a37700 185.345 49.9
R 0x1760d000c0 185.346 54.1
R 0x64d209ca40 185.353 47.3
R 0x40c2cef00 185.373 45.8
R 0x2f3f1ae480 185.388 47.1
R 0x3af540b880 185.452 47.6
R 0x36aefc4040 185.539 46.0
R 0x5034d16140 185.546 50.2
R 0x11561601c0 185.631 50.2
R 0x1f0cfcc000 185.684 52.1
R 0x3a01ba7e00 185.710 49.5
R 0x25b66b6a80 185.762 54.3
R 0x30fe113ac0 185.765 48.9
R 0x3158dd2640 185.777 51.3
R 0x67e8cec5c0 185.883 48.5
R 0x216cb89800 185.891 47.5
R 0x36e4046f00 185.901 50.0
R 0x71d40e8c80 185.908 46.6
R 0x42fa108180 185.942 50.7
R 0x719ff5f1c0 186.007 48.9
R 0x6e810adc40 186.028 47.7
R 0x33eb82dd80 186.041 53.7
R 0x103f6bcb40 186.043 50.9
R 0x4bdf17c800 186.060 45.7
R 0x1feb65b2c0 186.064 53.6
R 0x65edd04e00 186.140 53.4
R 0x6a050a30c0 186.178 46.0
R 0x480e0f9740 186.185 45.0
R 0x6fab70bc0 186.228 46.3
R 0x372f558e40 186.236 46.9
R 0x3bbfdd0140 186.264 47.1
R 0x3ab0845cc0 186.298 52.1
R 0x8fcd3cdc0 186.322 51.8
R 0xaf00e0f00 186.324 52.9
R 0x7d336928c0 186.370 49.5
R 0x11c6030300 186.381 46.1
R 0x647338c200 186.407 50.5
R 0x617b23f100 186.551 46.8
R 0x5507a3a7c0 186.585 45.3
R 0x6b38dfc9c0 186.661 54.2
R 0x5a6d16900 186.667 52.1
R 0x393a407840 186.681 49.9
R 0x69b2815080 186.713 49.0
R 0x7c367e66c0 186.752 48.1
R 0x7e4a3edc00 186.769 51.8
R 0x2b577afb00 186.788 53.0
R 0x21b6ff3d00 186.882 54.2
R 0x716d8769c0 186.890 54.8
R 0x136445e980 186.966 48.4
R 0x6ee85c4f40 186.979 54.0
R 0x58a184f80 186.985 51.1
R 0x1c981139c0 187.002 47.2
R 0x6a8f363e40 187.028 47.7
R 0x1cc67398c0 187.077 47.2
R 0x704b86d0c0 187.088 51.8
R 0x4dd7a9b980 187.096 48.8
R 0x3ea7152080 187.126 51.8
R 0x4dd7a9bb40 187.144 47.4
R 0x617b23f280 187.154 47.8
R 0x1760d00100 187.178 49.2
R 0x484489d3c0 187.223 45.0
R 0x2fbf6f1c40 187.245 46.7
R 0xea14f05c0 187.252 47.1
R 0x77760f7f40 187.264 53.2
R 0x9ad0a8bc0 187.340 54.2
R 0x63ec2d5100 187.387 53.6
R 0x7262677600 187.409 55.0
R 0x21b6ff3340 187.418 48.0
R 0x7e4a3ed7c0 187.556 45.5
R 0x4e1a52aec0 187.586 54.9
R 0x57ae0ff840 187.590 54.8
R 0x7a9c9ab640 187.605 50.3
R 0x10b2190d40 187.621 54.3
R 0x5b89c5cd40 187.621 46.4
R 0x136445e800 187.628 47.2
R 0x3552b98600 187.647 49.7
R 0x4bdf17c240 187.650 47.7
R 0x6a8f363b40 187.657 47.5
R 0x546d1049c0 187.716 47.1
R 0x7782271900 187.737 49.4
R 0x175c283780 187.741 51.5
R 0x2f3f1ae180 187.785 54.8
R 0x1bb4caebc0 187.805 50.9
R 0x5c0dc12200 187.826 48.8
R 0x9ff8f1540 187.830 50.2
R 0x3ea7152e40 187.846 51.5
R 0x6422e78740 187.890 52.1
R 0x465a122740 187.905 50.3
R 0x5f10f44880 187.913 45.4
R 0x60d2dc5e40 187.918 49.9
R 0x1f108dffc0 187.946 46.1
R 0x2e05c8a040 187.949 50.3
R 0x69b87a3e80 187.968 52.7
R 0x5bb4bddc80 188.018 46.3
R 0x5bd7a37dc0 188.036 45.1
R 0x767563ad80 188.051 50.3
R 0x7b0b630300 188.064 50.4
R 0x3af540b540 188.065 52.1
R 0x14cc2a6a40 188.085 46.5
R 0x4347f407c0 188.092 46.5
R 0x4dd7a9b180 188.099 45.4
R 0x33fa97c540 188.102 48.8
R 0x3901931180 188.103 51.1
R 0x3a98ec0600 188.146 54.0
R 0x65d2084d40 188.159 50.5
R 0x7819ab1800 188.191 46.0
R 0x5fffa6efc0 188.218 47.5
R 0x4dd7a9bf40 188.251 51.2
R 0x5890972180 188.268 51.3
R 0x1893d16780 188.270 48.8
R 0x5af24ad500 188.322 48.5
R 0x10b2190780 188.352 51.2
R 0x4e60186d40 188.365 45.6
R 0x8fcd3cf80 188.387 45.3
R 0x2be60d0300 188.434 51.5
R 0xca042ce80 188.436 48.0
R 0x363bdfeb00 188.476 51.6
R 0x7262677400 188.485 52.9
R 0x2f6cc257c0 188.495 48.7
R 0x7cacf688c0 188.606 47.9
R 0x1277cc1940 188.634 51.1
R 0x5f10f44040 188.647 51.3
R 0x647338c400 188.678 48.6
R 0x3f85f3c940 188.679 48.7
R 0xca042c440 188.856 45.1
R 0x2f149c3680 188.902 45.1
R 0xdd520f600 188.974 45.4
R 0x25df09f900 188.977 45.5
R 0x42eaefbf00 189.035 45.3
R 0x29787482c0 189.098 51.9
R 0x4bdf17cc80 189.169 52.4
R 0x6c2e58d4c0 189.197 54.6
R 0x4dfebd22c0 189.217 52.5
R 0x5f69ee040 189.225 49.5
R 0x11c60309c0 189.260 54.2
R 0x5311671c80 189.299 45.6
R 0x2fa8bb53c0 189.358 53.3
R 0x4497712d00 189.368 45.2
R 0x76c18b1880 189.463 47.8
R 0x4e5db9c140 189.529 52.6
R 0x3da167b880 189.535 47.7
R 0x6b162e1700 189.593 52.7
R 0x2ed111cd40 189.610 47.8
R 0x42f7f61c80 189.673 53.4
R 0x38b17c78c0 189.717 52.1
R 0x450ef8b680 189.723 50.5
R 0x4c1481ef00 189.825 52.3
R 0x23f7ee2bc0 189.829 48.7
R 0x4c17ec5500 189.857 53.6
R 0x78068f1d00 189.928 47.6
R 0x216cb89700 189.959 49.3
R 0x6d47d8fb80 189.966 46.7
R 0x5cab941f00 190.043 50.4
R 0x546d104840 190.049 46.6
R 0x599b887c00 190.055 53.2
R 0x2d546c13c0 190.154 51.5
R 0x3b1129e200 190.170 49.1
R 0x3e39049880 190.178 46.2
R 0x6bd4a1d6c0 190.189 50.1
R 0xaf00e0000 190.204 52.1
R 0x136445eb40 190.214 51.4
R 0x6c2e58d680 190.246 49.7
R 0x41d2233ec0 190.312 47.8
R 0x5bd7a37900 190.350 45.7
R 0x1893d16b80 190.362 53.2
R 0x1f0cfcc900 190.426 46.2
R 0x40ec41ef40 190.445 49.6
R 0x4100120fc0 190.568 45.0
R 0x71dfc8ba00 190.572 51.5
R 0x5ead39a080 190.653 52.1
R 0x5a6d16180 190.658 46.6
R 0x13faddd100 190.659 54.9
R 0x57b3eb9a00 190.672 50.9
R 0x6795922700 190.734 50.4
R 0x485c0f13c0 190.751 47.4
R 0x2eeae21780 190.773 52.2
R 0x2a9fc82a00 190.773 46.6
R 0x7cc8aebb00 190.825 51.9
R 0x5ed13ddfc0 190.840 50.3
R 0x1f16d3f700 190.887 54.6
R 0x17fccecc0 190.902 45.9
R 0x6ee85c4e80 190.936 50.1
R 0x78068f19c0 190.942 52.5
R 0x4276ddf180 190.960 47.3
R 0x41d2233300 190.972 45.9
R 0x4276ddfa40 190.987 48.6
R 0x4c17ec5100 190.995 51.7
R 0x4db5d160c0 191.017 48.6
R 0x54375ea080 191.102 49.5
R 0x590f4d9200 191.127 46.9
R 0x17745be3c0 191.194 49.6
R 0x7782271680 191.199 53.0
R 0x5176410dc0 191.218 48.4
R 0x42eaefb080 191.227 52.6
R 0x3ea7152980 191.401 45.2
R 0x465f27d600 191.410 52.2
R 0x79e31a9900 191.434 52.7
R 0x7cacf68080 191.453 53.2
R 0x2ca15f80c0 191.457 50.1
R 0x2572d6a800 191.526 45.1
R 0x4dd7a9b540 191.532 48.3
R 0x13231971c0 191.533 50.7
R 0x136445ec40 191.541 51.6
R 0x50248606c0 191.545 45.4
R 0x34200d1e00 191.616 49.1
R 0x7b6ff7a480 191.682 53.3
R 0x4347f40f00 191.704 50.3
R 0x6a0eb15ac0 191.708 52.7
R 0x5bd7a37240 191.711 46.1
R 0x546d1046c0 191.763 52.4
R 0x4f6eb4c980 191.771 46.9
R 0x7c367e6900 191.843 52.1
R 0x5c18091c40 191.847 45.7
R 0x27dc922080 191.883 45.9
R 0x7d1451d080 191.916 50.7
R 0x302e596580 191.930 49.3
R 0x47a0290840 191.983 51.4
R 0x49ccee1080 191.989 46.0
R 0x60d2dc5580 192.076 53.3
R 0x1fecb90500 192.083 52.6
R 0x1eebecf40 192.087 46.0
R 0x2b73db3880 192.105 50.8
R 0x428af10580 192.162 52.7
R 0x43df23c2c0 192.166 47.0
R 0x485d972d40 192.179 45.5
R 0x375ca1ed40 192.180 46.9
R 0x271523dc0 192.204 46.8
R 0x3c98e5d440 192.272 52.3
R 0x65e2aba300 192.425 49.5
R 0x557508f240 192.426 45.9
R 0x55a4f57740 192.431 48.4
R 0x480e0f9c00 192.479 46.3
R 0x7ff74eaf40 192.499 46.1
R 0x6c91c64e80 192.544 48.2
R 0x2910144b80 192.549 54.4
R 0x13a6a27280 192.563 52.4
R 0x13fadddbc0 192.640 46.3
R 0x7a9c9ab1c0 192.648 47.5
R 0x51bcbc8d00 192.666 51.3
R 0x1aadedbd00 192.754 48.8
R 0x403f21f4c0 192.762 49.6
R 0xea14f0480 192.778 53.2
R 0x4817d8b700 192.792 47.5
R 0x57b3eb9680 192.798 52.7
R 0x5af24adc00 192.846 54.2
R 0x5024860300 192.864 50.1
R 0xe2d377dc0 192.865 46.6
R 0x1a837d44c0 192.870 51.5
R 0x9db8adf80 192.928 45.2
R 0x3da167be80 193.039 54.1
R 0x1feb65b1c0 193.047 50.8
R 0x76b70c4500 193.047 48.3
R 0x5602d8e300 193.093 51.7
R 0x2ed111c800 193.197 47.6
R 0x3a33276d40 193.202 47.6
R 0x33eb82d100 193.209 49.7
R 0x503028acc0 193.216 50.7
R 0x3da167b5c0 193.247 49.6
R 0x738aa58280 193.248 52.0
R 0x46ade4ffc0 193.280 47.5
R 0x6422e78580 193.307 50.0
R 0x3a01ba7dc0 193.330 51.3
R 0x2978748980 193.362 45.7
R 0x11f8fa5ac0 193.387 48.7
R 0x7e00c23940 193.403 52.7
R 0x50248601c0 193.446 49.8
R 0x7c5486c440 193.475 50.7
R 0x767563a240 193.477 45.1
R 0x30fe113b40 193.507 46.8
R 0x5034d16180 193.509 51.2
R 0x272bb5cc40 193.513 52.6
R 0x1622aa6d00 193.575 49.1
R 0x1fecb901c0 193.590 53.6
R 0x3d9bdabdc0 193.684 45.2
R 0x651a448a00 193.684 51.0
R 0x4915089f80 193.698 53.4
R 0x6b2b2566c0 193.729 52.7
R 0x1323197a00 193.748 53.1
R 0x1694579a80 193.758 45.8
R 0x6a8f3639c0 193.778 53.4
R 0x4a7dda4840 193.800 46.7
R 0x1cc6739440 193.812 51.0
R 0x6596437b80 193.828 50.7
R 0x707b25c540 193.829 53.0
R 0x40ec41edc0 193.844 48.4
R 0x617b23f040 193.853 51.0
R 0x4817d8b140 193.857 49.7
R 0x4db5d16b80 193.859 50.6
R 0x6d1c0fe980 193.872 51.0
R 0x175c283400 193.933 51.5
R 0x2f6cc25180 194.043 52.7
R 0x426e416600 194.077 50.4
R 0x1638258440 194.164 54.8
R 0x69b87a30c0 194.197 46.3
R 0x5ed13dd7c0 194.228 54.7
R 0x8fcd3c680 194.229 46.0
R 0x5cabc90fc0 194.325 46.0
R 0x1638258400 194.388 50.8
R 0x710e27ce00 194.397 49.6
R 0x4915089b40 194.413 52.0
R 0x291f0df140 194.443 51.6
R 0x1e2f393a80 194.470 49.7
R 0x366fd2d000 194.495 51.8
R 0x5419492840 194.498 52.3
R 0x617b23f600 194.514 51.5
R 0x69b87a3900 194.550 45.8
R 0x7adbd94940 194.606 45.6
R 0x2af0bd3640 194.636 47.8
R 0x66f0441580 194.689 46.4
R 0x77822718c0 194.736 48.4
R 0x17fcce4c0 194.745 45.9
R 0x2f149c3dc0 194.746 46.9
R 0x741992b440 194.747 54.2
R 0x3901931200 194.767 48.6
R 0x7782271a00 194.814 54.0
R 0xddbe895c0 194.902 52.8
R 0x58870bf640 194.936 47.1
R 0x44bfa6bf80 194.967 54.1
R 0x5034d16640 194.994 50.9
R 0x27b86a5280 194.994 51.8
R 0x6e0fcf6980 195.038 45.6
R 0x188c2d7900 195.078 51.0
R 0x3bbfdd0000 195.097 45.3
R 0x4dfebd2f40 195.113 50.0
R 0x647338ca40 195.116 49.6
R 0x617b23f000 195.135 45.7
R 0x393a407b00 195.137 51.0
R 0x13550e4a40 195.149 50.0
R 0x5388dd9bc0 195.209 45.5
R 0x7adbd94b80 195.238 47.6
R 0x302e596340 195.271 48.3
R 0x7a9c9ab2c0 195.338 48.5
R 0x1a82100700 195.437 47.7
R 0x6a050a3800 195.489 45.9
R 0x36aefc4540 195.493 51.6
R 0x2910144680 195.583 49.8
R 0x2af0bd3180 195.603 47.7
R 0x62303575c0 195.609 47.5
R 0x7809de2c0 195.691 53.1
R 0x2b577af380 195.697 54.2
R 0x272bb5c4c0 195.701 47.4
R 0x710e27c680 195.730 47.9
R 0x747dddf4c0 195.760 51.1
R 0x43acbbd900 195.767 47.0
R 0x214848980 195.799 54.4
R 0x79726ffb00 195.821 45.9
R 0x6a050a3240 195.859 54.0
R 0x168221180 195.861 53.1
R 0x5d65fa97c0 195.933 54.3
R 0x11f8fa54c0 195.946 50.6
R 0x5034d16080 195.955 53.2
R 0x16945795c0 195.986 54.4
R 0xe0b43f940 195.996 54.6
R 0x66f0441cc0 196.011 53.3
R 0x1f16d3f3c0 196.017 53.4
R 0x3a33276f00 196.029 46.8
R 0x30ce408580 196.056 51.0
R 0x2978748ac0 196.104 53.4
R 0x557508fb00 196.123 51.1
R 0x3c357629c0 196.200 50.2
R 0x5ed13ddb00 196.238 53.2
R 0x78114ad980 196.243 48.6
R 0x572282f4c0 196.273 48.0
R 0x3899db3f40 196.276 48.8
R 0x1277cc17c0 196.281 51.8
R 0x74b5d52bc0 196.281 46.2
R 0x5f0bae97c0 196.292 45.6
R 0x59f7d0a9c0 196.302 51.9
R 0x2f6cc25740 196.324 51.9
R 0x3a04053580 196.334 52.3
R 0x3bbfdd02c0 196.388 47.4
R 0x3d9bdab500 196.395 45.8
R 0x14155e08c0 196.465 49.5
R 0x3a2eaf7880 196.633 53.5
R 0x647338cb80 196.639 49.6
R 0x6ce4ef2f00 196.700 49.0
R 0x8fcd3c080 196.706 48.4
R 0x17a0da5ec0 196.729 46.3
R 0x6d47d8ffc0 196.744 49.1
R 0x716d876d80 196.858 46.6
R 0x7c5486c9c0 196.858 51.1
R 0x17b4bca940 196.901 52.4
R 0x2e132d66c0 196.921 45.4
R 0x7adbd94780 196.921 46.5
R 0x302d235ac0 196.981 53.8
R 0x3514634c00 197.034 50.8
R 0x7519220400 197.037 49.3
R 0x2978748f40 197.063 52.5
R 0x3a98ec00c0 197.083 45.6
R 0x14953741c0 197.142 48.8
